STATE,CLASSIFICATION BASED ON SECTOR,YEAR,total_value_actuals,v_2013,v_2022,n_years,cagr,v_2023_calc
Chhattisgarh,SECONDARY SECTOR,2021,1.02102E+12,4.91195E+11,1.27728E+12,9,0.112025422,1.42E+12
Chhattisgarh,SECONDARY SECTOR,2022,1.27728E+12,4.91195E+11,1.27728E+12,9,0.112025422,1.42E+12
Chhattisgarh,SECONDARY SECTOR,2023,1.42325E+12,4.91195E+11,1.27728E+12,9,0.112025422,1.42E+12
Chhattisgarh,SECONDARY SECTOR,2024,1.53046E+12,4.91195E+11,1.27728E+12,9,0.112025422,1.42E+12
Chhattisgarh,TERTIARY SECTOR,2013,5.24381E+11,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2014,6.00626E+11,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2015,6.53955E+11,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2016,7.10544E+11,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2017,7.88142E+11,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2018,8.32724E+11,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2019,9.23795E+11,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2020,1.06334E+12,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2021,1.02753E+12,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2022,1.18652E+12,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2023,1.35632E+12,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Chhattisgarh,TERTIARY SECTOR,2024,1.46242E+12,5.24381E+11,1.18652E+12,9,0.094971985,1.36E+12
Delhi,PRIMARY SECTOR,2013,90835454240,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2014,1.12161E+11,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2015,1.05857E+11,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2016,86777589970,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2017,78855267990,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2018,86187047950,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2019,1.17527E+11,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2020,1.17487E+11,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2021,1.03928E+11,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2022,1.11356E+11,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2023,1.2358E+11,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,PRIMARY SECTOR,2024,1.3481E+11,90835454240,1.11356E+11,9,0.022889317,1.24E+11
Delhi,SECONDARY SECTOR,2013,4.16894E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2014,4.65897E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2015,4.50149E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2016,5.62327E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2017,6.08576E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2018,6.94082E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2019,7.45531E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2020,7.54368E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2021,7.18209E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2022,9.0576E+11,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2023,1.0179E+12,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,SECONDARY SECTOR,2024,1.10193E+12,4.16894E+11,9.0576E+11,9,0.090041444,1.02E+12
Delhi,TERTIARY SECTOR,2013,2.57827E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2014,2.89006E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2015,3.32324E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2016,3.63591E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2017,4.04893E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2018,4.44604E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2019,4.88952E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2020,5.37114E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2021,4.98375E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2022,5.77881E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2023,6.7309E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Delhi,TERTIARY SECTOR,2024,7.40148E+12,2.57827E+12,5.77881E+12,9,0.093819177,6.73E+12
Goa,PRIMARY SECTOR,2013,39399202490,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2014,28852205450,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2015,28990138570,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2016,35174927400,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2017,50477200070,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2018,50070502570,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2019,42792548269,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2020,48888681608,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2021,50194102785,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2022,50093747291,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2023,51490000000,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,PRIMARY SECTOR,2024,52882423062,39399202490,50093747291,9,0.027042592,5.15E+10
Goa,SECONDARY SECTOR,2013,1.57165E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2014,1.2479E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2015,2.11924E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2016,2.49841E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2017,2.76073E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2018,2.9501E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2019,3.15354E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2020,3.1951E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2021,3.20659E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2022,3.593E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2023,3.9239E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,SECONDARY SECTOR,2024,4.30148E+11,1.57165E+11,3.593E+11,9,0.09622591,3.92E+11
Goa,TERTIARY SECTOR,2013,1.16638E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2014,1.2781E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2015,1.4518E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2016,1.63475E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2017,1.86362E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2018,2.04679E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2019,2.1837E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2020,2.3337E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2021,2.28003E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2022,2.58254E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2023,3.1329E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Goa,TERTIARY SECTOR,2024,3.42218E+11,1.16638E+11,2.58254E+11,9,0.092336053,3.13E+11
Gujarat,PRIMARY SECTOR,2013,1.1406E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2014,1.41338E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2015,1.494E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2016,1.66742E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2017,2.0209E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2018,2.3132E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2019,2.30323E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2020,2.61909E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2021,2.63324E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2022,3.06381E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2023,3.53461E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,PRIMARY SECTOR,2024,3.94478E+12,1.1406E+12,3.06381E+12,9,0.116043402,3.53E+12
Gujarat,SECONDARY SECTOR,2013,2.23833E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2014,2.40901E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2015,2.9134E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2016,3.23839E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2017,3.63997E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2018,4.12838E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2019,4.92115E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2020,5.42726E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2021,5.34796E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2022,6.39581E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2023,7.00208E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,SECONDARY SECTOR,2024,7.86847E+12,2.23833E+12,6.39581E+12,9,0.123733898,7.00E+12
Gujarat,TERTIARY SECTOR,2013,2.17339E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2014,2.38677E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2015,2.66484E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2016,2.89659E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2017,3.22595E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2018,3.65956E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2019,4.17537E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2020,4.55851E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2021,4.62997E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2022,5.21079E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2023,5.69016E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Gujarat,TERTIARY SECTOR,2024,6.27077E+12,2.17339E+12,5.21079E+12,9,0.102036928,5.69E+12
Haryana,PRIMARY SECTOR,2013,6.73775E+11,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2014,7.45943E+11,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2015,7.48956E+11,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2016,7.91375E+11,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2017,8.87661E+11,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2018,1.00958E+12,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2019,1.14218E+12,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2020,1.23104E+12,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2021,1.29675E+12,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2022,1.36274E+12,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2023,1.46456E+12,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,PRIMARY SECTOR,2024,1.59021E+12,6.73775E+11,1.36274E+12,9,0.081405444,1.46E+12
Haryana,SECONDARY SECTOR,2013,8.87265E+11,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2014,1.03875E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2015,1.08823E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2016,1.17535E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2017,1.318E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2018,1.46743E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2019,1.70634E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2020,1.6633E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2021,1.58389E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2022,1.95811E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2023,2.20903E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,SECONDARY SECTOR,2024,2.3481E+12,8.87265E+11,1.95811E+12,9,0.091938622,2.21E+12
Haryana,TERTIARY SECTOR,2013,1.31112E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2014,1.52026E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2015,1.72001E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2016,1.93217E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2017,2.16733E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2018,2.38392E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2019,2.6911E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2020,2.947E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2021,2.74085E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2022,3.28356E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2023,3.84536E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Haryana,TERTIARY SECTOR,2024,4.3711E+12,1.31112E+12,3.28356E+12,9,0.107389528,3.85E+12
Himachal Pradesh,PRIMARY SECTOR,2013,1.13823E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2014,1.28251E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2015,1.25131E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2016,1.43917E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2017,1.54612E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2018,1.29941E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2019,1.44609E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2020,1.92429E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2021,1.63562E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2022,1.79038E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2023,1.9457E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,PRIMARY SECTOR,2024,2.0972E+11,1.13823E+11,1.79038E+11,9,0.05161591,1.95E+11
Himachal Pradesh,SECONDARY SECTOR,2013,2.72135E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2014,3.16197E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2015,3.39001E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2016,3.7705E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2017,4.34914E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2018,4.93896E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2019,5.44441E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2020,5.52638E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2021,5.38256E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2022,6.15568E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2023,6.6154E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,SECONDARY SECTOR,2024,7.2179E+11,2.72135E+11,6.15568E+11,9,0.094934226,6.62E+11
Himachal Pradesh,TERTIARY SECTOR,2013,2.69251E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2014,3.02775E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2015,3.44913E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2016,3.77712E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2017,4.12674E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2018,4.53682E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2019,4.89531E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2020,5.20629E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2021,4.86799E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2022,5.52242E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2023,6.4843E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Himachal Pradesh,TERTIARY SECTOR,2024,6.8704E+11,2.69251E+11,5.52242E+11,9,0.083087603,6.48E+11
Jammu & Kashmir,PRIMARY SECTOR,2013,1.42354E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2014,1.50691E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2015,1.26399E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2016,1.90318E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2017,2.05978E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2018,2.1558E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2019,2.32166E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2020,2.41546E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2021,2.37019E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2022,2.88081E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2023,3.1408E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,PRIMARY SECTOR,2024,3.4692E+11,1.42354E+11,2.88081E+11,9,0.081474278,3.14E+11
Jammu & Kashmir,SECONDARY SECTOR,2013,1.69142E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2014,1.76131E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2015,1.86052E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2016,2.10643E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2017,2.18999E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2018,2.45166E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2019,2.57166E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2020,2.5145E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2021,2.70465E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2022,3.22943E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2023,3.5006E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,SECONDARY SECTOR,2024,3.7981E+11,1.69142E+11,3.22943E+11,9,0.074504638,3.50E+11
Jammu & Kashmir,TERTIARY SECTOR,2013,3.77986E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2014,4.20124E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2015,4.45442E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2016,5.17587E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2017,5.54295E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2018,6.08474E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2019,7.34941E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2020,7.55314E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2021,7.19602E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2022,8.34992E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
Jammu & Kashmir,TERTIARY SECTOR,2023,9.7504E+11,3.77986E+11,8.34992E+11,9,0.092056651,9.75E+11
